Gare de départ,Date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,daylight_duration
CHAMBERY CHALLES LES EAUX,2018-01-01,5.8208604,14.6175,-1.4825001,284.7,240.6,30.94,19.483284,101.159996,32988.406
CHAMBERY CHALLES LES EAUX,2018-02-01,2.228289,12.2675,-7.2825003,74.600006,50.3,17.08,12.074766,55.8,37403.43
CHAMBERY CHALLES LES EAUX,2018-03-01,6.54371,16.717499,-1.2824998,193.9,140.8,37.17,14.471821,56.88,42947.066
CHAMBERY CHALLES LES EAUX,2018-04-01,14.390763,26.1675,2.6175,75.0,68.1,4.83,12.10157,71.28,48737.625
CHAMBERY CHALLES LES EAUX,2018-05-01,16.409906,27.467499,4.4175,164.1,161.1,2.1000001,12.43434,42.48,53699.977
CHAMBERY CHALLES LES EAUX,2018-06-01,20.179722,30.8675,11.7675,114.7,114.7,0.0,14.145756,52.92,56264.76
CHAMBERY CHALLES LES EAUX,2018-07-01,24.075094,33.4675,14.6175,57.0,57.0,0.0,11.592894,42.48,55014.773
CHAMBERY CHALLES LES EAUX,2018-08-01,22.794115,34.3675,10.7675,97.6,97.6,0.0,11.384198,50.039997,50667.668
CHAMBERY CHALLES LES EAUX,2018-09-01,19.809515,29.267502,9.7675,29.199999,29.199999,0.0,13.039754,49.68,45128.82
CHAMBERY CHALLES LES EAUX,2018-10-01,14.3019085,24.6175,2.6175,94.1,71.7,15.679999,11.183201,48.239998,39372.824
CHAMBERY CHALLES LES EAUX,2018-11-01,8.867499,21.1175,-0.33249998,91.5,81.8,6.79,10.661107,42.12,34268.105
CHAMBERY CHALLES LES EAUX,2018-12-01,5.7196503,15.2675,-2.4325,194.40001,183.0,7.9799995,14.145756,80.28,31557.533
CHAMBERY CHALLES LES EAUX,2019-01-01,2.433562,11.4175005,-2.7824998,85.5,29.8,39.13,13.1041975,57.239998,32962.273
CHAMBERY CHALLES LES EAUX,2019-02-01,6.775908,19.467499,-1.9324999,94.9,31.500004,44.379997,13.910169,83.520004,37361.22
CHAMBERY CHALLES LES EAUX,2019-03-01,8.643911,19.1175,-1.3824999,105.6,89.9,10.99,17.533146,73.079994,42900.37
CHAMBERY CHALLES LES EAUX,2019-04-01,11.020833,23.4175,-2.3325,106.00001,65.1,28.630001,15.034041,65.159996,48695.195
CHAMBERY CHALLES LES EAUX,2019-05-01,12.992097,23.9175,2.8175,142.4,140.2,1.5400001,21.9718,77.4,53667.805
CHAMBERY CHALLES LES EAUX,2019-06-01,21.610903,36.3175,10.4175,113.7,113.7,0.0,15.986595,79.92,56260.414
CHAMBERY CHALLES LES EAUX,2019-07-01,24.313269,37.5175,15.5675,51.100002,51.100002,0.0,12.904882,45.719997,55037.926
CHAMBERY CHALLES LES EAUX,2019-08-01,22.335579,34.1175,13.1175,95.0,95.0,0.0,12.245293,55.079998,50709.816
CHAMBERY CHALLES LES EAUX,2019-09-01,18.62007,30.217499,9.6175,42.199997,42.199997,0.0,12.313893,48.239998,45173.758
CHAMBERY CHALLES LES EAUX,2019-10-01,14.828387,24.967499,6.1675,173.90001,173.90001,0.0,11.681987,61.920002,39419.586
CHAMBERY CHALLES LES EAUX,2019-11-01,7.636597,18.4175,0.4675002,196.6,167.6,20.3,13.708391,68.03999,34300.895
CHAMBERY CHALLES LES EAUX,2019-12-01,6.1364512,15.9675,-0.23249984,202.40001,158.7,30.589998,10.661107,83.520004,31563.494
CHAMBERY CHALLES LES EAUX,2020-01-01,5.1703224,14.8175,-0.98249984,55.7,50.6,3.5700002,10.383987,61.56,32936.82
CHAMBERY CHALLES LES EAUX,2020-02-01,7.3491096,17.7675,-3.9325,123.2,92.9,21.28,19.164717,90.0,37406.7
CHAMBERY CHALLES LES EAUX,2020-03-01,8.895793,19.1675,0.86750007,110.49999,103.6,4.83,14.241629,67.67999,43048.418
CHAMBERY CHALLES LES EAUX,2020-04-01,14.589028,22.967499,1.1675001,67.8,67.8,0.0,11.609651,42.48,48831.625
CHAMBERY CHALLES LES EAUX,2020-05-01,16.674826,27.467499,7.5675,139.7,139.7,0.0,12.979984,51.12,53771.117
CHAMBERY CHALLES LES EAUX,2020-06-01,18.512362,28.567501,10.8675,165.59999,165.59999,0.0,11.4862,47.519997,56278.17
CHAMBERY CHALLES LES EAUX,2020-07-01,22.656681,37.0175,12.7675,69.1,69.1,0.0,14.336861,48.96,54961.227
CHAMBERY CHALLES LES EAUX,2020-08-01,22.894047,34.967503,12.5675,100.200005,100.200005,0.0,13.556282,49.32,50582.91
CHAMBERY CHALLES LES EAUX,2020-09-01,18.713057,30.317501,7.0175,88.9,88.9,0.0,13.0447235,58.679996,45029.043
CHAMBERY CHALLES LES EAUX,2020-10-01,11.666627,22.6675,3.9675002,192.8,192.5,0.21000001,15.188415,59.039997,39280.234
CHAMBERY CHALLES LES EAUX,2020-11-01,9.216945,21.8675,0.41750002,29.300001,29.300001,0.0,12.496719,47.16,34192.54
CHAMBERY CHALLES LES EAUX,2020-12-01,4.586855,15.1675005,-3.9325,172.4,81.3,63.769997,12.303366,66.96,31545.52
CHAMBERY CHALLES LES EAUX,2021-01-01,2.5422983,13.2175,-7.2825003,213.1,120.49999,64.82,12.620554,62.639996,33018.695
CHAMBERY CHALLES LES EAUX,2021-02-01,8.13439,20.467499,-2.6825,88.6,80.6,5.6000004,10.30883,54.0,37449.793
CHAMBERY CHALLES LES EAUX,2021-03-01,8.437728,24.017502,-0.6824999,93.8,58.3,24.85,13.627795,68.03999,43001.3
CHAMBERY CHALLES LES EAUX,2021-04-01,10.515972,22.9175,-0.88249993,107.700005,98.3,6.5799994,16.299694,59.399998,48787.418
CHAMBERY CHALLES LES EAUX,2021-05-01,13.233966,26.517502,3.8675,189.40001,189.40001,0.0,13.570615,56.88,53739.02
CHAMBERY CHALLES LES EAUX,2021-06-01,20.59361,30.717499,12.2175,158.90001,158.90001,0.0,11.384198,54.719997,56272.43
CHAMBERY CHALLES LES EAUX,2021-07-01,20.508429,32.5675,13.7175,203.2,203.2,0.0,12.229406,51.839996,54987.797
CHAMBERY CHALLES LES EAUX,2021-08-01,19.991962,33.1675,11.8175,94.2,94.2,0.0,12.261157,56.88,50622.613
CHAMBERY CHALLES LES EAUX,2021-09-01,18.948402,28.517502,10.4175,81.100006,81.100006,0.0,10.703569,46.8,45076.465
CHAMBERY CHALLES LES EAUX,2021-10-01,12.37328,24.967499,4.0175,85.9,85.9,0.0,12.303366,52.199997,39322.46
CHAMBERY CHALLES LES EAUX,2021-11-01,6.324653,15.0175,-3.3824997,135.40001,83.8,36.120003,10.009036,33.839996,34228.24
CHAMBERY CHALLES LES EAUX,2021-12-01,3.7518413,16.4175,-4.0825,210.8,151.0,41.93,10.163227,48.239998,31550.547
CHAMBERY CHALLES LES EAUX,2022-01-01,3.715417,16.5175,-3.2325,60.0,15.7,31.010002,13.441071,54.0,32989.22
CHAMBERY CHALLES LES EAUX,2022-02-01,5.969583,19.217499,-1.4825001,106.600006,72.200005,24.08,11.384199,54.719997,37407.895
CHAMBERY CHALLES LES EAUX,2022-03-01,9.652312,20.017502,-1.1824999,39.0,36.9,1.4700001,11.726277,42.839996,42952.168
CHAMBERY CHALLES LES EAUX,2022-04-01,11.525208,22.6675,-1.4825001,108.700005,83.200005,17.92,14.05845,62.279995,48745.387
CHAMBERY CHALLES LES EAUX,2022-05-01,18.606411,32.7175,7.2675,77.0,77.0,0.0,12.594856,50.039997,53705.96
CHAMBERY CHALLES LES EAUX,2022-06-01,22.340834,35.717503,11.1175,149.7,149.7,0.0,14.973577,52.199997,56267.773
CHAMBERY CHALLES LES EAUX,2022-07-01,25.083965,37.8175,13.8175,26.800001,26.800001,0.0,14.277983,50.039997,55012.43
CHAMBERY CHALLES LES EAUX,2022-08-01,24.503656,37.467503,15.5175,74.1,74.1,0.0,15.7908325,57.239998,50661.668
CHAMBERY CHALLES LES EAUX,2022-09-01,17.310001,29.6175,8.0175,149.9,149.9,0.0,12.57426,46.8,45122.145
CHAMBERY CHALLES LES EAUX,2022-10-01,17.01199,26.217499,8.5675,92.5,92.5,0.0,9.227524,60.120003,39365.98
